id,order_id,refund_amount
277,819048,187.59
278,391465,131.87
279,628234,425.84
280,292928,22.57
281,538524,262.81
282,710265,86.89
283,780898,307.76
284,415918,65.68
285,637237,21.42
286,838549,177.83
287,426353,126.98
288,330570,19.17
289,702974,351.61
290,536856,51.77
291,723713,194.95
292,439318,267.83
293,572795,134.64
294,597950,9.98
295,574733,63.26
296,354937,462.97
297,269175,37.07
298,386704,333.52
299,909124,375.5
300,962546,8.44
301,730790,304.16
302,525949,290.87
303,330202,17.73
304,181386,357.23
305,585234,420.23
306,347944,291.9
307,656752,453.14
308,966085,366.02
309,762264,74.3
310,512063,113.11
311,521695,134.0
312,550431,81.46
313,620038,472.67
314,58632,390.5
315,880895,10.13
316,331305,386.64
317,434077,468.25
318,202507,47.24
319,791511,72.18
320,710813,348.23
321,818476,333.32
322,307307,79.59
323,397804,363.49
324,358810,42.16
325,727068,260.83
326,843356,301.39
327,253029,166.82
328,129479,307.36
329,541279,226.54
330,255410,134.5
331,814578,428.65
332,701438,394.55
333,703147,184.36
334,278361,353.98
335,486054,399.05
336,478204,273.3
337,388460,220.28
338,350982,356.64
339,205658,425.9
340,704502,313.51
341,247138,497.57
342,901256,401.66
343,214175,144.85
344,78743,14.45
345,522662,245.61
346,344403,98.46
347,139507,425.69
348,220476,71.81
349,228782,210.13
350,73702,303.66
351,956493,87.36
352,719590,106.56
353,877681,407.99
354,322001,272.96
355,626742,455.58
356,155783,471.93
357,631614,496.99
358,853914,188.14
359,171271,134.29
360,976733,228.16
361,697520,363.35
362,355549,282.4
363,121757,153.44
364,459733,404.17
365,754202,376.46
366,142263,34.72
367,31363,436.72
368,133571,443.85
369,731279,481.31
370,275446,166.76
371,385072,279.77
372,353636,433.84
373,434365,481.04
374,939512,83.92
375,742983,193.84
376,136959,31.27
377,631237,260.09
378,959961,448.84
379,182250,76.58
380,959317,167.76
381,24421,172.12
382,661665,389.09
383,473960,79.04
384,675854,260.02
385,65182,40.76
386,964368,43.06
387,772045,416.48
388,417822,481.62
389,203188,303.26
390,43965,297.29
391,372713,153.12
392,251781,279.93
393,63129,131.55
394,632053,46.05
395,192783,320.39
396,435629,477.59
397,703574,446.13
398,735463,15.33
399,813121,69.52
400,667035,277.67
401,217448,345.19
402,400626,330.85
403,489924,357.98
404,897183,117.83
405,39581,281.55
406,568726,409.11
407,966550,292.51
408,748330,66.68
409,177563,61.64
410,267842,269.11
411,340227,70.61
412,392962,414.67
413,270931,136.18
414,179763,410.62
415,760390,361.84
416,122754,273.42
417,190944,160.54
418,148320,347.69
419,395315,18.41
420,764,498.16
421,704837,250.61
422,14163,280.5
423,376628,445.53
424,472756,414.3
425,524400,337.05
426,356774,395.35
427,814849,358.17
428,305387,52.1
429,891334,368.95
430,185952,127.51
431,406673,451.46
432,716367,327.32
433,17718,211.63
434,338326,42.36
435,372117,284.44
436,868533,307.15
437,587862,254.74
438,785670,415.01
439,425083,130.19
440,174721,255.26
441,950528,460.46
442,749401,95.41
443,761387,48.22
444,236850,83.49
445,583003,344.54
446,224141,258.95
447,82155,85.49
448,843815,179.77
449,421813,340.02
450,486436,239.63
451,241074,155.71
452,833062,272.4
453,657041,14.75
454,721306,158.49
455,559483,102.08
456,497255,55.14
457,248486,348.78
458,467546,190.1
459,934577,498.97
460,589384,272.95
461,503661,440.48
462,53039,120.17
463,626711,390.81
464,982224,396.18
465,453171,309.81
466,44762,337.62
467,862314,475.1
468,188682,448.99
469,526906,298.55
470,852189,167.42
471,347145,309.34
472,455778,374.68
473,536646,360.1
474,578096,58.49
475,399899,438.82
476,165454,462.98
477,364426,401.64
478,1155,357.32
479,300289,149.73
480,509974,65.0
481,47860,150.77
482,562906,267.5
483,353284,177.71
484,664910,341.07
485,449434,320.74
486,825347,300.13
487,558925,286.9
488,631315,424.16
489,79447,8.97
490,229506,146.68
491,327377,428.8
492,865265,441.06
493,798115,160.85
494,658543,374.63
495,728730,85.4
496,662301,221.02
497,454522,452.8
498,189191,325.83
499,694735,258.89
500,990607,146.35
501,663222,308.43
502,369766,361.69
503,431792,215.13
504,44292,402.42
505,68881,427.95
506,988868,249.6
507,328783,263.61
508,812857,117.5
509,10776,312.0
510,435757,175.35
511,41762,76.8
512,198424,393.08
513,856893,46.82
514,977909,366.42
515,631418,454.0
516,622387,496.95
517,495137,133.23
518,52710,301.04
519,924654,340.35
520,725066,127.2
521,738972,239.88
522,465464,255.93
523,228582,499.56
524,791915,119.23
525,82101,224.87
526,892795,490.24
527,13679,421.58
528,754178,189.26
529,452198,487.19
530,785481,337.0
531,81305,475.09
532,984239,301.24
533,979112,327.05
534,859704,433.18
535,183196,361.89
536,5100,101.69
537,703567,236.46
538,789945,392.9
539,688743,449.62
540,738390,367.63
541,413687,19.66
542,688094,208.97
543,755338,362.87
544,475217,445.63
545,676350,124.17
546,946449,16.49
547,741218,57.48
548,861490,25.07
549,774466,332.66
550,161624,216.11
551,545591,424.06
552,238926,439.68
553,234507,263.78
554,454436,489.98
555,512757,189.38
556,282217,391.19
557,115281,487.72
558,921778,412.56
559,490457,155.39
560,298528,398.36
561,406905,8.06
562,675689,454.55
563,313098,85.76
564,328048,351.6
565,456447,401.04
566,109963,255.8
567,353446,274.79
568,502393,167.45
569,579549,15.08
570,294685,353.05
571,182502,68.65
572,428140,496.46
573,925516,429.88
574,815583,204.27
575,516127,353.86
576,475522,496.21
577,526560,408.33
578,304648,33.62
579,486493,326.46
580,537511,253.3
581,214308,140.86
582,837318,268.43
583,332421,300.82
584,762791,205.78
585,471808,309.22
586,322169,141.05
587,114128,261.47
588,481533,129.51
589,651374,498.86
590,866761,147.37
591,878329,205.62
592,19724,402.05
593,500304,287.13
594,1055,407.24
595,259929,144.4
596,430432,403.26
597,577594,142.39
598,542213,322.17
599,343782,342.52
600,495023,318.47
601,822088,246.68
602,38052,154.35
603,109303,488.73
604,755650,355.89
605,586670,45.39
606,924892,347.44
607,41810,119.93
608,966581,148.07
609,869021,325.05
610,955243,439.52
611,77905,344.43
612,135335,276.33
613,66292,285.66
614,163472,446.56
615,399882,59.78
616,869071,408.36
617,352696,89.48
618,991836,249.79
619,180853,117.64
620,356878,265.83
621,299463,78.46
622,266785,414.86
623,679348,162.19
624,264019,215.28
625,682495,370.08
626,469889,79.45
627,632174,343.42
628,996895,252.77
629,237754,343.11
630,416312,337.71
631,806197,263.51
632,776273,125.82
633,752131,251.28
634,997203,266.12
635,745456,353.6
636,441275,338.37
637,976738,26.37
638,478652,323.41
639,547997,416.41
640,164563,436.61
641,891115,496.11
642,932173,82.39
643,719026,74.97
644,361726,236.64
645,979363,466.73
646,329423,10.57
647,702744,223.72
648,779639,377.25
649,974147,182.02
650,476043,108.31
651,716185,334.94
652,572986,317.59
653,786496,148.91
654,239723,325.54
655,680916,112.28
656,129763,440.65
657,340814,187.15
658,826129,346.45
659,932274,371.56
660,57547,345.29
661,419919,366.08
662,859935,50.49
663,476098,197.18
664,400838,453.63
665,968675,421.49
666,986151,58.62
667,190520,293.95
668,109205,141.53
669,50042,270.92
670,791888,489.29
671,365160,174.47
672,606148,307.4
673,317257,465.14
674,686013,392.77
675,557392,296.34
676,790460,89.08
677,282164,153.4
678,61474,58.73
679,621390,329.38
680,337136,72.85
681,162369,463.29
682,286279,75.13
683,416451,383.42
684,607849,267.51
685,485344,121.2
686,623690,493.74
687,105694,180.17
688,172116,482.09
689,645967,318.69
690,854736,149.94
691,981422,450.05
692,556219,498.68
693,783251,140.38
694,207423,447.01
695,579167,49.74
696,151037,496.49
697,693084,84.0
698,19978,393.87
699,360069,309.7
700,383246,494.56
701,949607,186.98
702,121286,179.03
703,544658,81.22
704,796644,432.0
705,24218,165.25
706,579223,474.43
707,734167,52.86
708,125190,402.96
709,277229,245.13
710,859682,197.53
711,924581,428.47
712,612957,256.04
713,793438,35.55
714,64214,392.07
715,475339,63.02
716,353642,472.04
717,550681,384.01
718,673900,479.23
719,569737,264.57
720,839594,342.99
721,866230,146.76
722,60447,98.38
723,724598,368.1
724,930042,7.79
725,220749,39.7
726,742765,70.66
727,294855,356.21
728,332317,87.39
729,672260,106.39
730,194082,168.38
731,340866,192.98
732,824345,44.8
733,55299,145.79
734,125034,44.77
735,533175,124.92
736,889095,205.06
737,145131,120.72
738,454623,256.34
739,159242,139.4
740,340997,57.51
741,105413,102.74
742,478901,321.94
743,813948,103.45
744,606575,230.96
745,935531,473.95
746,489292,68.7
747,385724,116.32
748,448433,111.05
749,892332,198.55
750,939472,416.85
751,706197,268.13
752,108036,312.64
753,604169,74.59
754,964750,225.63
755,803991,407.48
756,923030,375.55
757,926146,147.61
758,26370,379.82
759,85891,214.54
760,589644,224.43
761,669772,13.63
762,478025,122.16
763,162237,49.34
764,28263,162.53
765,237079,11.93
766,642203,310.41
767,18128,85.56
768,922447,63.02
769,557326,409.93
770,683440,329.79
771,917838,110.18
772,125029,94.36
773,784734,228.63
774,132159,253.73
775,16184,248.13
776,448778,313.47
777,315911,346.58
778,628970,287.54
779,822766,304.48
780,665187,195.23
781,746772,442.49
782,205692,76.64
783,236736,120.14
784,241809,249.93
785,475651,424.98
786,176356,395.41
787,598246,94.16
788,248900,146.41
789,66962,12.9
790,859008,212.35
791,205873,36.27
792,146068,433.28
793,311492,273.54
794,592945,192.72
795,294041,257.8
796,694103,292.79
797,829243,287.92
798,217737,458.66
799,601334,288.99
800,882332,396.09
801,400727,413.88
802,731616,484.12
803,328530,95.77
804,240959,154.75
805,49467,388.57
806,206009,455.75
807,936053,408.66
808,528124,430.82
809,777673,236.29
810,684885,162.98
811,67277,476.95
812,510183,259.26
813,436856,474.34
814,590491,400.16
815,572111,137.76
816,195406,184.81
817,853726,311.76
818,926931,390.7
819,145157,126.45
820,478680,490.51
821,366437,485.62
822,123989,348.88
823,250253,160.52
824,572192,292.18
825,646724,44.3
826,113293,467.39
827,992443,293.85
828,407508,262.13
829,201348,80.64
830,407476,276.03
831,857686,75.0
832,896469,235.99
833,975189,96.2
834,982734,138.68
835,132271,32.96
836,509048,297.68
837,846940,301.42
838,759993,337.13
839,918268,18.08
840,849669,144.33
841,833920,87.9
842,609070,120.36
843,587517,472.81
844,592128,471.96
845,361571,152.25
846,511697,398.62
847,929920,357.22
848,447079,365.31
849,498545,172.76
850,148904,24.22
851,2098,418.45
852,428103,450.93
853,434371,293.16
854,300963,458.49
855,399840,24.43
856,408399,365.05
857,753961,330.47
858,387981,130.64
859,100209,480.9
860,518994,87.25
861,377137,209.59
862,661765,168.89
863,892545,209.61
864,725036,154.84
865,224265,453.73
866,569158,180.57
867,762401,9.22
868,69391,482.44
869,334669,392.6
870,640528,338.21
871,237212,395.66
872,980852,483.07
873,936887,15.86
874,923560,53.46
875,347638,71.6
876,226381,102.64
877,497407,496.58
878,960079,492.12
879,564584,122.49
880,597470,452.21
881,697305,262.36
882,347719,45.14
883,307506,116.44
884,702405,357.24
885,505563,401.44
886,960270,473.33
887,230028,440.06
888,122527,376.21
889,476092,71.56
890,937210,260.71
891,488195,417.64
892,734552,468.03
893,461030,480.1
894,178815,386.22
895,170286,103.41
896,627814,316.06
897,119410,179.36
898,596442,298.51
899,321439,61.42
900,204803,308.12
901,150253,16.09
902,674971,438.32
903,439553,367.6
904,209004,402.96
905,579946,332.47
906,864934,262.42
907,718695,301.61
908,927434,180.73
909,280074,294.83
910,981939,464.48
911,447089,28.86
912,315935,178.85
913,392730,241.83
914,644273,215.44
915,628322,188.0
916,19014,400.05
917,939299,167.86
918,288455,26.05
919,753847,304.85
920,132635,323.45
921,174520,165.43
922,365283,189.05
923,272097,152.9
924,398500,50.48
925,248417,443.57
926,585877,177.72
927,610794,185.43
928,12343,72.6
929,741245,390.15
930,119313,382.99
931,240812,211.56
932,346073,63.84
933,960571,329.26
934,908243,167.83
935,85514,23.04
936,640096,163.1
937,435479,213.52
938,841378,54.61
939,293822,350.15
940,680451,29.16
941,537289,248.7
942,956135,237.81
943,795386,286.3
944,339966,75.29
945,766426,327.86
946,442853,417.23
947,511914,489.43
948,916365,416.18
949,183249,325.83
950,952902,250.78
951,65108,94.18
952,581361,479.37
953,178203,159.39
954,308383,202.92
955,845327,49.38
956,784131,311.47
957,232349,271.79
958,152869,470.36
959,594804,311.82
960,389329,474.43
961,913958,204.49
962,281016,329.73
963,92855,151.71
964,53467,85.22
965,152026,289.61
966,85411,183.57
967,493303,186.25
968,419832,372.36
969,442258,102.96
970,797898,365.8
971,532586,468.48
972,845764,63.18
973,882773,124.82
974,770267,198.59
975,638411,429.67
976,119615,14.65
977,483165,273.25
978,696990,333.15
979,659063,488.46
980,362330,78.47
981,435505,343.77
982,345273,323.83
983,673611,205.92
984,967525,249.55
985,204616,28.73
986,632470,409.3
987,615705,453.94
988,348360,399.03
989,195106,373.87
990,228679,218.2
991,706173,192.55
992,886924,191.45
993,628667,198.98
994,245411,304.68
995,503580,434.16
996,794119,8.42
997,910217,20.73
998,248099,361.95
999,326051,286.25
1000,888806,315.05
1001,188114,150.06
1002,864656,393.49
1003,942016,15.22
1004,923336,196.42
1005,694592,190.19
1006,395440,23.47
1007,649815,366.08
1008,842675,16.38
1009,661371,247.03
1010,13194,80.96
1011,798000,38.77
1012,205763,37.06
1013,69350,461.13
1014,288315,467.32
1015,241865,471.55
1016,398949,72.53
1017,316839,218.1
1018,726876,489.75
1019,516592,191.2
1020,186215,164.53
1021,668617,285.39
1022,353932,197.55
1023,706424,84.71
1024,847299,26.71
1025,93349,285.51
1026,483907,309.16
1027,877576,199.11
1028,176912,453.36
1029,64421,304.12
1030,836637,194.6
1031,429077,361.71
1032,74381,242.1
1033,514779,459.29
1034,9609,255.39
1035,792806,287.2
1036,106445,304.4
1037,708005,389.89
1038,161875,108.76
1039,649679,345.39
1040,673768,347.44
1041,193707,489.37
1042,887048,63.89
1043,777971,173.66
1044,331373,304.69
1045,395662,213.02
1046,358128,205.22
1047,587439,139.61
1048,59642,319.5
1049,144049,398.28
1050,358917,248.62
1051,959319,30.26
1052,646554,243.09
1053,205854,158.17
1054,623928,480.25
1055,641702,34.55
1056,133428,133.95
1057,414194,140.31
1058,671678,46.72
1059,756445,453.89
1060,819645,202.72
1061,353718,79.8
1062,252700,95.61
1063,513143,455.83
1064,544004,310.26
1065,386220,330.69
1066,100575,102.43
1067,362577,371.3
1068,13262,289.41
1069,939628,250.09
1070,782224,495.98
1071,883097,337.77
1072,993318,476.16
1073,321123,278.63
1074,469259,419.97
1075,881800,386.45
1076,54050,45.63
1077,512718,105.17
1078,882846,80.33
1079,488517,38.76
1080,945045,94.51
1081,400732,414.06
1082,843455,152.18
1083,963062,260.44
1084,644285,353.93
1085,810355,144.24
1086,627855,143.31
1087,36176,472.56
1088,485904,102.97
1089,442743,271.42
1090,692415,420.45
1091,264628,71.98
1092,11160,83.87
1093,878216,194.2
1094,832994,300.81
1095,60862,443.95
1096,30260,416.56
1097,846356,274.87
1098,214065,206.11
1099,143563,407.09
1100,657044,60.37
1101,667644,402.22
1102,87248,108.2
1103,389454,234.74
1104,111758,469.71
1105,724702,155.47
1106,603945,15.85
1107,725562,185.2
1108,435266,353.14
1109,259755,184.56
1110,162370,237.4
1111,39080,489.49
1112,659381,74.17
1113,893198,251.86
1114,657847,467.78
1115,477702,370.71
1116,454913,40.91
1117,658452,445.01
1118,381024,92.03
1119,323660,88.04
1120,913666,7.07
1121,362276,196.22
1122,588153,45.18
1123,373516,167.17
1124,137046,254.74
1125,377489,94.12
1126,226003,289.09
1127,743593,18.6
1128,710672,413.86
1129,955485,246.41
1130,83539,229.7
1131,890934,182.39
1132,780320,110.72
1133,88840,300.77
1134,580436,331.38
1135,619176,88.77
1136,7188,178.87
1137,489507,175.06
1138,335328,240.24
1139,626840,184.21
1140,248262,211.39
1141,120056,82.65
1142,988487,411.08
1143,560026,270.84
1144,386445,143.9
1145,822904,189.91
1146,33414,423.71
1147,976264,315.97
1148,131275,165.18
1149,385813,180.39
1150,958101,470.6
1151,986239,483.38
1152,823052,227.77
1153,885248,448.02
1154,861126,78.59
1155,393720,362.49
1156,444128,254.49
1157,515883,6.69
1158,455348,142.25
1159,243455,410.71
1160,221116,257.81
1161,67921,324.43
1162,54626,126.37
1163,708805,235.51
1164,230882,434.64
1165,438023,446.76
1166,208806,191.47
1167,987653,330.56
1168,506565,473.34
1169,26641,64.74
1170,463281,457.86
1171,121374,279.97
1172,867628,246.43
1173,959310,328.26
1174,956922,339.38
1175,784576,434.51
1176,877918,351.61
1177,131678,389.71
1178,271074,94.7
1179,66904,491.49
1180,760,273.21
1181,291077,446.44
1182,660949,402.89
1183,662153,391.44
1184,76794,229.53
1185,497454,311.37
1186,547767,276.57
1187,657031,17.09
1188,578068,390.84
1189,921273,339.82
1190,100927,362.71
1191,732513,301.98
1192,79681,313.45
1193,646893,190.07
1194,54241,78.39
1195,969047,108.49
1196,421561,196.71
1197,72414,45.44
1198,691823,420.93
1199,678472,365.03
1200,625311,339.79
1201,312838,326.18
1202,265422,93.43
1203,763494,342.87
1204,204574,148.02
1205,456264,352.35
1206,623303,42.15
1207,952035,415.99
1208,143360,158.26
1209,699754,9.97
1210,521238,268.57
1211,559762,157.26
1212,580469,315.37
1213,753032,435.42
1214,510932,253.32
1215,595685,313.25
1216,275597,35.7
1217,674680,473.53
1218,976782,212.04
1219,221415,187.71
1220,405201,11.96
1221,528079,194.65
1222,79764,47.42
1223,638066,267.68
1224,448610,97.17
1225,166755,251.79
1226,870267,166.79
1227,845388,75.09
1228,245392,287.84
1229,664370,282.25
1230,189790,148.59
1231,759938,57.61
1232,866136,58.2
1233,236094,316.91
1234,38085,65.77
1235,726528,495.39
1236,817974,157.75
1237,46140,210.0
1238,983045,434.38
1239,122112,61.09
1240,339040,436.32
1241,30279,374.32
1242,697320,288.95
1243,957451,311.69
1244,403338,198.29
1245,341802,121.72
1246,96567,309.37
1247,997610,396.46
1248,59839,471.12
1249,703689,341.82
1250,731156,83.05
1251,522644,42.65
1252,548110,18.79
1253,158260,157.15
1254,1603,335.37
1255,651826,378.66
1256,504151,27.61
1257,594172,248.83
1258,549907,357.07
1259,88067,192.79
1260,606792,377.11
1261,241584,453.8
1262,716306,243.25
1263,956256,97.9
1264,294418,256.95
1265,336208,227.18
1266,191035,123.63
1267,235304,497.44
1268,220083,182.91
1269,226541,253.82
1270,210795,476.35
1271,304073,329.29
1272,990626,242.94
1273,904912,456.6
1274,518938,441.9
1275,862348,488.37
1276,897398,201.55
1277,466579,310.1
1278,936707,272.69
1279,360737,493.2
1280,107418,14.0
1281,371471,86.56
1282,31233,199.03
1283,988113,96.59
1284,979017,387.96
1285,868982,385.26
1286,66143,306.0
1287,433070,57.37
1288,208830,387.14
1289,145302,426.6
1290,926647,263.01
1291,695794,120.95
1292,430652,62.04
1293,548889,343.81
1294,484805,44.85
1295,724310,490.84
1296,858914,104.35
1297,602667,231.54
1298,800158,423.58
1299,592723,73.93
1300,984862,60.43
1301,539455,252.36
1302,777984,414.51
1303,738108,378.1
1304,900288,20.63
1305,70782,60.45
1306,998097,475.54
1307,715201,494.25
1308,204341,414.18
1309,495508,338.7
1310,427719,376.81
1311,391095,476.64
1312,752600,305.27
1313,807441,236.1
1314,633774,115.84
1315,975210,30.32
1316,807156,105.33
1317,104341,7.71
1318,278336,250.89
1319,263835,476.49
1320,888040,322.53
1321,847304,385.17
1322,689921,7.9
1323,233972,363.73
1324,344640,308.68
1325,168258,118.83
1326,437714,407.09
1327,15132,15.32
1328,660733,66.97
1329,808624,332.69
1330,451062,51.55
1331,496171,413.4
1332,465714,146.03
1333,988347,228.11
1334,343611,81.86
1335,634989,383.25
1336,342225,30.89
1337,225351,304.62
1338,970704,235.39
1339,342151,414.56
1340,784108,74.35
1341,184386,239.42
1342,458815,301.41
1343,659420,428.31
1344,338046,415.88
1345,851365,26.39
1346,200088,101.56
1347,783497,160.59
1348,499812,425.83
1349,113563,236.25
1350,822601,485.62
1351,49661,362.96
1352,71207,160.21
1353,54989,29.73
1354,3304,340.67
1355,153732,430.79
1356,373964,456.95
1357,459527,228.94
1358,396558,101.91
1359,26738,179.95
1360,365778,497.09
1361,971078,354.04
1362,216319,107.66
1363,680881,94.78
1364,994330,353.76
1365,722576,410.95
1366,79440,54.39
1367,988792,409.98
1368,446986,166.14
1369,38187,439.32
1370,526162,29.44
1371,917619,464.72
1372,36180,322.33
1373,785668,398.07
1374,347116,445.79
1375,17159,257.0
1376,191990,139.37
1377,992622,494.54
1378,489294,406.83
1379,668155,134.85
1380,887495,76.97
1381,720487,446.01
1382,759419,48.38
1383,617686,449.3
1384,171323,111.18
1385,576430,385.06
1386,842414,365.6
1387,685822,233.88
1388,699909,394.77
1389,246171,311.75
1390,734379,494.45
1391,742704,431.67
1392,732956,261.4
1393,297944,153.17
1394,301576,200.45
1395,628990,97.39
1396,340242,455.4
1397,145529,89.98
1398,930056,26.81
1399,906599,347.43
1400,287770,72.17
1401,931163,340.23
1402,73531,64.57
1403,355131,143.74
1404,10120,182.15
1405,367959,208.16
1406,96168,492.04
1407,584834,478.77
1408,44551,277.17
1409,744851,166.75
1410,458540,101.81
1411,114950,148.36
1412,76712,202.09
1413,969173,34.4
1414,311135,389.61
1415,404964,13.81
1416,931043,76.55
1417,757304,26.78
1418,456194,17.87
1419,299029,264.33
1420,470999,424.98
1421,747116,345.17
1422,49456,135.97
1423,52213,41.92
1424,51678,23.86
1425,353630,367.57
1426,49629,57.76
1427,692335,132.01
1428,969802,131.88
1429,702218,384.23
1430,246200,481.38
1431,284781,278.23
1432,32022,11.09
1433,596265,260.02
1434,424397,351.28
1435,744565,261.45
1436,953812,226.23
1437,462807,146.35
1438,17885,230.88
1439,289122,191.5
1440,551178,316.72
1441,281742,317.46
1442,947022,485.94
1443,759461,118.43
1444,813802,95.14
1445,689274,147.45
1446,590960,195.38
1447,22603,13.56
1448,156298,273.32
1449,234470,153.69
1450,675995,110.42
1451,301658,88.67
1452,491294,73.9
1453,78493,298.99
1454,864640,404.02
1455,566438,491.02
1456,858517,366.72
1457,157908,220.42
1458,577957,261.63
1459,352572,313.62
1460,136984,347.52
1461,228335,332.64
1462,934560,238.1
1463,165994,466.27
1464,574109,130.83
1465,473327,269.95
1466,880514,88.58
1467,251963,266.99
1468,179931,344.01
1469,668183,159.38
1470,534876,286.2
1471,340879,389.59
1472,302416,269.94
1473,706389,169.04
1474,702790,365.39
1475,848815,311.69
1476,422965,335.47
1477,937932,38.08
1478,666489,189.64
1479,648475,239.81
1480,43820,197.53
1481,736966,338.42
1482,157653,221.26
1483,559644,353.1
1484,549787,251.63
1485,965359,259.59
1486,595409,482.73
1487,892537,149.38
1488,28265,375.25
1489,705498,128.33
1490,395322,215.89
1491,964170,118.4
1492,518257,463.64
1493,687840,212.74
1494,332610,383.53
1495,75315,381.38
1496,77498,214.98
1497,722947,235.29
